Date,open,high,low,close,volume,dividends,stock splits
2001-08-23 00:00:00-04:00,4.599400824685434,4.599400824685434,4.5325273558311485,4.554818630218506,1615000,0.0,0.0
2001-08-24 00:00:00-04:00,4.606830380756087,4.8594631356898725,4.571164700941015,4.800020217895508,6388500,0.0,0.0
2001-08-27 00:00:00-04:00,4.829740991444168,4.978348264842452,4.82231045062041,4.9040446281433105,2061000,0.0,0.0
2001-08-28 00:00:00-04:00,4.904046508849416,4.904046508849416,4.740578445421159,4.770299911499023,4062500,0.0,0.0
2001-08-29 00:00:00-04:00,4.792588378684026,4.8297403694024865,4.577107682855296,4.600884914398193,508500,0.0,0.0
2001-08-30 00:00:00-04:00,4.655872155032449,4.655872155032449,4.428502894006432,4.429988861083984,487500,0.0,0.0
2001-08-31 00:00:00-04:00,4.532526940692738,4.606830591332077,4.317046176684777,4.324476718902588,600500,0.0,0.0
2001-09-04 00:00:00-04:00,4.309615820263627,4.383919467997605,4.198160171508789,4.198160171508789,1737500,0.0,0.0
2001-09-05 00:00:00-04:00,4.369059177034617,4.369059177034617,4.01240127780102,4.056983470916748,931000,0.0,0.0
2001-09-06 00:00:00-04:00,4.159520961271773,4.204103136594339,4.042121126630056,4.161006927490234,4327500,0.0,0.0
2001-09-07 00:00:00-04:00,4.29475380776557,4.29475380776557,4.146146202382712,4.161006927490234,4796500,0.0,0.0
2001-09-10 00:00:00-04:00,4.210049603823232,4.253145835939507,4.131287683265962,4.1639814376831055,2750500,0.0,0.0
2001-09-11 00:00:00-04:00,4.248685659817732,4.248685659817732,3.566577860928584,3.6111600399017334,351000,0.0,0.0
2001-09-13 00:00:00-04:00,3.8608207599950592,4.086703959708396,3.8608207599950592,4.049551963806152,14244000,0.0,0.0
2001-09-14 00:00:00-04:00,3.938097614405585,4.004970726786,3.826641954694526,3.952958345413208,3537500,0.0,0.0
2001-09-17 00:00:00-04:00,3.9603886004038036,3.9975406057018974,3.715186357498169,3.715186357498169,6117000,0.0,0.0
2001-09-18 00:00:00-04:00,3.8325850166816022,3.8325850166816022,3.6260208118796258,3.6408815383911133,11497000,0.0,0.0
2001-09-19 00:00:00-04:00,3.715185950698788,3.715185950698788,3.5665786543939335,3.588869571685791,5787000,0.0,0.0
