Date,open,high,low,close,volume,dividends,stock splits
1995-01-12 00:00:00-05:00,2.224909280595325,2.2357218540255763,2.1733412199901934,2.1833221912384033,3244400,0.0,0.0
1995-01-13 00:00:00-05:00,2.204116106033325,2.2149286812792304,2.162529009693074,2.204116106033325,3499200,0.0,0.0
1995-01-16 00:00:00-05:00,2.2357229594400385,2.245703935623169,2.224910380663695,2.245703935623169,4097200,0.0,0.0
1995-01-17 00:00:00-05:00,2.2149291038513184,2.2249100786797453,2.1733419995769307,2.2149291038513184,3227200,0.0,0.0
1995-01-18 00:00:00-05:00,2.1733411932844864,2.2357218265533447,2.1625286199870986,2.2357218265533447,4242400,0.0,0.0
1995-01-19 00:00:00-05:00,2.239085718519461,2.2601060507489326,2.239085718519461,2.249175548553467,977600,0.0725,0.0
1995-01-20 00:00:00-05:00,2.2390861170867002,2.2390861170867002,2.207135276974372,2.2281556129455566,1712400,0.0,0.0
1995-01-23 00:00:00-05:00,2.20713472366333,2.2180652250642847,2.1760245636611737,2.20713472366333,1274800,0.0,0.0
1995-01-24 00:00:00-05:00,2.2180653862899895,2.2601060507489326,2.2071348840945237,2.249175548553467,1775200,0.0,0.0
1995-01-25 00:00:00-05:00,2.249174854972146,2.3231663310391677,2.249174854972146,2.3122358322143555,6105200,0.0,0.0
1995-01-26 00:00:00-05:00,2.291217048143435,2.323167894214211,2.270196708252211,2.2811272144317627,2628800,0.0,0.0
1995-01-27 00:00:00-05:00,2.291216053344585,2.302146554778338,2.2601058932490794,2.270195722579956,2976000,0.0,0.0
1995-01-30 00:00:00-05:00,2.2601048946380615,2.291215040987774,2.2491743980338694,2.2601048946380615,2864800,0.0,0.0
1995-01-31 00:00:00-05:00,2.2701951807195493,2.3122358322143555,2.2701951807195493,2.3122358322143555,4240400,0.0,0.0
1995-02-01 00:00:00-05:00,2.3122358322143555,2.344186656786571,2.3021460052917644,2.3122358322143555,3376800,0.0,0.0
1995-02-02 00:00:00-05:00,2.302146561312773,2.333256721496582,2.291216059847995,2.333256721496582,1088000,0.0,0.0
1995-02-03 00:00:00-05:00,2.344187066835551,2.3752972249473845,2.333256566098758,2.3542768955230713,5730000,0.0,0.0
1995-02-06 00:00:00-05:00,2.344187066835551,2.3862277256841775,2.344187066835551,2.3542768955230713,3242000,0.0,0.0
1995-02-07 00:00:00-05:00,2.354277052320876,2.354277052320876,2.3231668921370665,2.333256721496582,1545600,0.0,0.0
1995-02-08 00:00:00-05:00,2.3231655108365,2.3542756525229374,2.3122350158707423,2.3441858291625977,2406800,0.0,0.0
1995-02-09 00:00:00-05:00,2.344187066835551,2.3862277256841775,2.344187066835551,2.3542768955230713,4827600,0.0,0.0
1995-02-10 00:00:00-05:00,2.333256721496582,2.354277052320876,2.3122363906722887,2.333256721496582,800000,0.0,0.0
1995-02-13 00:00:00-05:00,2.3231663310391677,2.3231663310391677,2.3021460052917644,2.3122358322143555,663200,0.0,0.0
1995-02-14 00:00:00-05:00,2.33325533419684,2.3542756525229374,2.3122350158707423,2.3441858291625977,1876000,0.0,0.0
1995-02-15 00:00:00-05:00,2.344186950956598,2.386227607727051,2.344186950956598,2.386227607727051,2712400,0.0,0.0
1995-02-16 00:00:00-05:00,2.375297383145169,2.3862278846099474,2.333256721496582,2.333256721496582,4535200,0.0,0.0
1995-02-17 00:00:00-05:00,2.33325533419684,2.3542756525229374,2.3231655108365,2.3441858291625977,1484800,0.0,0.0
1995-02-20 00:00:00-05:00,2.33325533419684,2.3542756525229374,2.33325533419684,2.3441858291625977,813200,0.0,0.0
1995-02-21 00:00:00-05:00,2.354276932790741,2.3752972625478015,2.354276932790741,2.3652074337005615,1516000,0.0,0.0
1995-02-22 00:00:00-05:00,2.354276779145353,2.386227607727051,2.354276779145353,2.386227607727051,1683600,0.0,0.0
1995-02-23 00:00:00-05:00,2.3963175195939606,2.4282683492913644,2.3963175195939606,2.407248020172119,4170000,0.0,0.0
1995-02-24 00:00:00-05:00,2.3963171570701935,2.3963171570701935,2.3652070041163213,2.3752968311309814,2659200,0.0,0.0
1995-02-27 00:00:00-05:00,2.3542765051917693,2.3963171570701935,2.344186678177109,2.3752968311309814,3371200,0.0,0.0
1995-02-28 00:00:00-05:00,2.4072485405546185,2.4282688742178955,2.3963180376135784,2.4173383712768555,2490000,0.0,0.0
1995-03-01 00:00:00-05:00,2.4072476300672188,2.438357782686016,2.396317131260395,2.4282679557800293,3502800,0.0,0.0
1995-03-02 00:00:00-05:00,2.4282679557800293,2.44928828149284,2.4173374569732053,2.4282679557800293,6883200,0.0,0.0
1995-03-03 00:00:00-05:00,2.417338213016247,2.449289047528776,2.396317880729149,2.4383585453033447,2140400,0.0,0.0
1995-03-06 00:00:00-05:00,2.428268041767932,2.4492883682250977,2.417337542574046,2.4492883682250977,2548000,0.0,0.0
1995-03-07 00:00:00-05:00,2.438357782686016,2.44928828149284,2.4173374569732053,2.4282679557800293,3560800,0.0,0.0
1995-03-08 00:00:00-05:00,2.438358861157018,2.459379196166992,2.428269029788362,2.459379196166992,1672000,0.0,0.0
1995-03-09 00:00:00-05:00,2.449289047528776,2.4593788775904426,2.4282687152416784,2.4383585453033447,718400,0.0,0.0
1995-03-10 00:00:00-05:00,2.4492883682250977,2.4703086946822634,2.4383578690312113,2.4492883682250977,1764400,0.0,0.0
1995-03-13 00:00:00-05:00,2.4383585453033447,2.449289047528776,2.4282687152416784,2.4383585453033447,664800,0.0,0.0
1995-03-14 00:00:00-05:00,2.449289364798336,2.4703096998083103,2.438358861157018,2.459379196166992,2261200,0.0,0.0
1995-03-15 00:00:00-05:00,2.4492884534813126,2.470308780670166,2.4383579539069515,2.470308780670166,739600,0.0,0.0
